Temperatura,Cv
1.0,3.642110449218846e-06
1.07,5.4864324375956475e-06
1.1400000000000001,8.186978156693446e-06
1.2100000000000002,1.0886266949772085e-05
1.2800000000000002,1.5112697467207816e-05
1.3500000000000003,1.8780615030086806e-05
1.4200000000000004,2.3274692295515078e-05
1.4900000000000004,3.0294554651666035e-05
1.5600000000000005,3.67269213674545e-05
1.6300000000000006,4.510069182151722e-05
1.7000000000000006,5.3716126138233605e-05
1.7599999999999998,6.152861618602513e-05
1.7699999999999998,6.303635354697185e-05
1.7799999999999998,6.565731149113933e-05
1.7899999999999998,6.78454845146382e-05
1.7999999999999998,6.817408027858143e-05
1.8099999999999998,6.994639496833053e-05
1.8199999999999998,7.25138494083682e-05
1.8299999999999998,7.361522144952904e-05
1.8399999999999999,7.541064881960141e-05
1.8499999999999999,7.89432087567248e-05
1.8599999999999999,7.952320812040835e-05
1.8699999999999999,8.123009240523229e-05
1.88,8.432708157233626e-05
1.89,8.483023760555887e-05
1.9,8.936972973871105e-05
1.91,9.075780121346092e-05
1.92,9.132583384607126e-05
1.93,9.508088128133565e-05
1.94,9.686828851989725e-05
1.95,9.928666357267575e-05
1.96,0.0001006498507674804
1.97,0.00010535741679810608
1.98,0.00011033576514620815
1.99,0.00011035522715399643
2.0,0.00011409754651487623
2.01,0.0001180500173828671
2.02,0.00011932259836553726
2.0300000000000002,0.0001242251229852916
2.04,0.0001249297802960612
2.05,0.0001292042398871721
2.06,0.00013473563042769519
2.0700000000000003,0.00013666703339269232
2.08,0.00014389134398047637
2.09,0.0001441396897662781
2.1,0.000149423687034058
2.1100000000000003,0.00015357443408872847
2.12,0.00016053361060062654
2.13,0.00016310402596851118
2.14,0.00016555804529919612
2.1500000000000004,0.00017720243352676156
2.16,0.0001916592049859956
2.17,0.00019364125932218467
2.18,0.00021295351368623026
2.1900000000000004,0.00021160796552955485
2.2,0.00023751164499867175
2.21,0.0002299127396587148
2.22,0.00024204328182210772
2.2300000000000004,0.00024894467386397473
2.24,0.00029608969352162823
2.25,0.00028834603487947266
2.2600000000000002,0.00036399186460480304
2.2700000000000005,0.0003383616115297835
2.2800000000000002,0.0003668865095689638
2.29,0.00034709782710134703
2.3000000000000003,0.0003183587344876008
2.3100000000000005,0.00030394438317043424
2.3200000000000003,0.0002425687776022762
2.33,0.00024312293558172027
2.3400000000000003,0.00022809123931887657
2.3500000000000005,0.0002262086383737911
2.3600000000000003,0.00020217083725707037
2.37,0.00020062780164044447
2.3800000000000003,0.0002034846806453511
2.3900000000000006,0.00017958087003601506
2.4000000000000004,0.0001746975393347099
2.41,0.00017199839469796678
2.4200000000000004,0.00016591655911295112
2.4300000000000006,0.0001594390057247513
2.4400000000000004,0.0001548481353937574
2.45,0.00015202589004967054
2.4600000000000004,0.00014555270019962565
2.4700000000000006,0.0001468537052162403
2.4800000000000004,0.00014070327841056841
2.49,0.00013679963675396277
2.5000000000000004,0.00013429912970483766
2.5100000000000007,0.0001328747605384694
2.5200000000000005,0.00013037049423113688
2.5300000000000002,0.00012340748981586532
2.5400000000000005,0.0001251727699971888
2.5500000000000007,0.00012281235726249455
2.5600000000000005,0.00011857261841579862
2.5700000000000003,0.00011469195044796308
2.5800000000000005,0.00011457955849250936
2.5900000000000007,0.00011507636732126888
2.6000000000000005,0.00010949150098288507
2.6100000000000003,0.00010812041281463236
2.6200000000000006,0.00010631140714323455
2.630000000000001,0.00010450314643775867
2.6400000000000006,0.00010252181900971762
2.6500000000000004,0.00010235590722395683
2.6600000000000006,0.00010012578016261406
2.670000000000001,9.865434940031499e-05
2.6800000000000006,9.46567690152285e-05
2.6900000000000004,9.462804302586991e-05
2.7000000000000006,9.232336882053561e-05
2.710000000000001,9.195193792946764e-05
2.7200000000000006,9.048631931901004e-05
2.7300000000000004,9.012774719813203e-05
2.7400000000000007,8.933269102849223e-05
2.750000000000001,8.675048795820826e-05
2.76,8.683582946547703e-05
2.8299999999999996,7.602414696462393e-05
2.8999999999999995,7.209160563665062e-05
2.9699999999999993,6.614360005579452e-05
